Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),GPS,GSpd(kmh),Hdg(@),Alt(m),Sats,Ptch(rad),Roll(rad),Yaw(rad),RxBt(V),Curr(A),Capa(mAh),FM,FM,Rud,Ele,Thr,Ail,S1,6P,S2,EX1,EX2,LS,RS,SA,SB,SC,SD,SE,SF,SG,SH,LSW,TxBat(V)
2020-07-16,10:41:19.870,73,73,100,24,1,250,78,100,23,46.670481 -71.308525,120.0,25.34,91,15,0.51,-0.16,-1.60,14.0,66.0,1454,0,0,7,20,139,41,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,9AE,7.9
2020-07-16,10:41:20.880,79,79,100,13,1,250,83,100,19,46.670415 -71.308923,105.4,25.98,99,15,0.51,-0.16,-1.60,14.0,66.0,1454,0,0,33,45,16,15,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,9AE,7.9
2020-07-16,10:41:21.880,81,81,100,24,1,250,92,98,14,46.670382 -71.309288,97.3,26.50,109,15,0.62,-0.15,-1.60,14.0,66.0,1454,0,0,4,80,40,2,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,9AE,7.9
2020-07-16,10:41:22.990,87,87,100,12,1,250,85,100,16,46.670382 -71.309288,97.3,26.50,109,15,0.62,-0.15,-1.60,14.2,47.2,1487,0,0,4,22,-119,0,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1AE,7.9
2020-07-16,10:41:24.100,79,79,100,24,1,250,80,100,22,46.670392 -71.310049,96.8,27.41,126,15,0.91,-0.20,-1.60,14.5,35.7,1510,0,0,4,2,-96,2,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1AE,7.9
2020-07-16,10:41:25.210,74,74,100,25,1,250,78,100,25,46.670392 -71.310049,96.8,27.41,126,15,0.91,-0.20,-1.60,14.4,40.1,1522,0,0,-5,-26,-275,2,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1AE,7.9
2020-07-16,10:41:26.320,85,85,100,19,1,250,84,100,18,46.670431 -71.310773,102.0,27.41,128,15,0.89,-0.15,-1.73,14.5,20.3,1528,0,0,-53,-98,-356,-83,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1AE,7.9
2020-07-16,10:41:27.420,84,84,100,18,1,250,82,98,23,46.670431 -71.310773,102.0,27.41,128,15,0.89,-0.15,-1.73,14.7,17.9,1534,0,0,-40,-17,-403,-74,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1CA,7.9
2020-07-16,10:41:28.520,72,72,100,26,1,250,76,100,28,46.670458 -71.311466,90.9,27.12,119,15,0.66,-0.23,-2.04,14.8,16.1,1539,0,0,-99,-63,-502,-122,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1CA,7.9
2020-07-16,10:41:29.520,73,73,100,16,1,250,77,100,25,46.670458 -71.311466,90.9,27.12,119,15,0.56,-0.21,-2.55,14.8,16.3,1544,0,0,-104,-49,-482,-128,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1CA,7.9
2020-07-16,10:41:30.530,78,78,100,4,1,250,85,100,19,46.670383 -71.312189,75.0,24.51,107,15,0.53,-0.29,-2.91,14.8,17.3,1548,0,0,-106,-46,-381,-124,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1CA,7.9
2020-07-16,10:41:31.540,91,91,100,10,1,250,93,100,10,46.670383 -71.312189,75.0,24.51,107,15,0.55,-0.36,3.21,14.7,25.3,1555,0,0,-101,0,-270,-115,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1CA,7.9
2020-07-16,10:41:32.550,87,87,100,13,1,250,89,100,16,46.670178 -71.312481,43.4,19.05,105,15,0.63,-0.50,2.97,14.7,25.3,1555,0,0,-20,0,-248,2,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1CA,7.9
2020-07-16,10:41:33.550,84,84,100,16,1,250,86,100,17,46.670085 -71.312447,39.0,14.31,105,15,0.71,-0.31,2.59,14.7,25.3,1555,0,0,-27,-26,-212,-38,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1CA,7.9
2020-07-16,10:41:34.550,82,82,100,21,1,250,83,100,21,46.670010 -71.312293,49.2,11.20,104,15,0.66,-0.24,2.27,14.5,28.9,1573,0,0,-2,0,-178,-24,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018E,7.9
2020-07-16,10:41:35.660,78,78,100,22,1,250,80,100,23,46.669976 -71.312104,57.9,9.55,102,15,0.64,-0.29,2.08,14.5,28.9,1573,0,0,0,2,-198,-20,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018E,8.0
2020-07-16,10:41:36.660,77,77,100,6,1,250,79,100,25,46.669978 -71.311880,64.2,8.32,99,15,0.64,-0.29,2.08,14.6,31.1,1592,0,0,-20,0,-173,2,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018A,8.0
2020-07-16,10:41:37.660,76,76,98,25,1,250,78,100,24,46.669978 -71.311880,64.2,8.32,99,15,0.68,-0.30,1.81,14.6,31.1,1592,0,0,-2,0,-153,2,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018A,8.0
2020-07-16,10:41:38.660,75,75,100,25,1,250,78,100,26,46.670055 -71.311353,70.5,7.47,91,15,0.68,-0.30,1.81,14.7,35.1,1614,0,0,-5,0,-130,2,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1CA,8.0
2020-07-16,10:41:39.770,73,73,100,29,1,250,76,100,27,46.670116 -71.311055,72.8,7.27,87,15,0.74,-0.31,1.61,14.7,35.1,1614,0,0,-25,-14,-205,-2,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1CA,8.0
2020-07-16,10:41:40.870,73,73,100,30,1,250,76,100,29,46.670116 -71.311055,72.8,7.27,87,15,0.74,-0.31,1.61,14.7,30.3,1633,0,0,-20,-5,-200,2,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1CA,8.0
2020-07-16,10:41:41.960,72,72,100,29,1,250,74,100,28,46.670219 -71.310553,72.6,7.29,76,15,0.78,-0.23,1.35,14.7,30.3,1633,0,0,-12,-2,-196,2,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1CA,8.0
2020-07-16,10:41:43.050,71,71,100,30,1,250,74,100,30,46.670219 -71.310553,72.6,7.29,76,15,0.78,-0.23,1.35,14.4,31.0,1652,0,0,-40,-20,-60,2,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018E,8.0
2020-07-16,10:41:44.130,72,72,100,27,1,250,76,100,28,46.670335 -71.310041,78.2,7.01,67,15,0.77,-0.09,1.15,14.5,41.9,1663,0,0,-17,-2,-99,4,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018E,8.0
2020-07-16,10:41:45.220,77,77,100,26,1,250,82,100,18,46.670335 -71.310041,78.2,7.01,67,15,0.77,-0.09,1.15,14.6,40.3,1675,0,0,-2,0,-96,6,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018A,8.0
2020-07-16,10:41:46.310,83,83,100,17,1,250,82,100,17,46.670504 -71.309456,79.6,6.66,61,15,0.79,-0.09,1.14,14.1,39.0,1698,0,0,-2,-2,-96,4,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018E,8.0
2020-07-16,10:41:47.410,71,71,100,32,1,250,74,100,30,46.670504 -71.309456,79.6,6.66,61,15,0.79,-0.12,1.17,14.4,40.5,1710,0,0,-25,0,-103,2,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018E,8.0
2020-07-16,10:41:48.510,61,61,100,39,2,250,62,100,39,46.670726 -71.308637,82.5,6.87,57,16,0.81,-0.06,1.10,14.3,38.2,1725,0,0,-2,-2,-101,2,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000008E,8.0
2020-07-16,10:41:49.620,50,50,100,38,2,250,56,100,44,46.670823 -71.308305,83.5,6.66,56,16,0.82,-0.06,1.12,14.5,37.8,1738,0,0,0,0,-117,2,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,AE,8.0
2020-07-16,10:41:50.720,49,49,100,48,2,250,55,100,45,46.670921 -71.307983,77.7,6.57,55,16,0.84,-0.06,1.12,14.5,37.0,1749,0,0,-5,-2,-106,2,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,AE,8.0
2020-07-16,10:41:51.820,54,54,100,40,2,250,60,100,40,46.671001 -71.307736,72.1,6.37,52,16,0.80,0.09,0.85,14.6,25.5,1758,0,0,-25,-49,-257,-31,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000008A,8.0
2020-07-16,10:41:52.920,57,57,100,41,2,250,63,100,37,46.671104 -71.307469,69.3,5.83,48,16,0.68,0.13,0.80,14.5,29.5,1766,0,0,-30,-14,-263,0,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000008E,8.0
2020-07-16,10:41:54.020,54,54,100,45,2,250,61,100,38,46.671199 -71.307266,65.7,5.49,45,16,0.68,0.18,0.74,14.6,27.4,1775,0,0,-25,-2,-281,-47,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000008A,8.0
2020-07-16,10:41:55.120,56,56,100,43,2,250,64,100,34,46.671317 -71.307042,64.1,4.94,43,16,0.67,0.18,0.65,14.5,28.2,1783,0,0,-33,-2,-268,-38,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000008E,8.0
2020-07-16,10:41:56.220,62,62,100,39,2,250,72,100,27,46.671429 -71.306879,62.9,4.10,42,16,0.65,0.17,0.52,14.5,21.0,1791,0,0,-71,0,-358,-117,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000008E,8.0
2020-07-16,10:41:57.330,81,81,100,20,1,250,97,95,9,46.671527 -71.306769,61.7,3.17,41,16,0.58,0.14,0.17,14.5,17.4,1796,0,0,-101,0,-442,-207,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018E,8.0
2020-07-16,10:41:58.430,88,88,100,11,1,250,95,99,12,46.671527 -71.306769,61.7,3.17,41,16,0.58,0.14,0.17,14.7,19.0,1799,0,0,-190,-92,-428,-375,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1CA,8.0
2020-07-16,10:41:59.540,90,90,100,13,1,250,91,100,11,46.671527 -71.306769,61.7,3.17,41,16,0.58,0.14,0.17,14.6,23.8,1805,0,0,-2,-83,-466,-65,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018A,8.0
2020-07-16,10:42:00.660,84,84,100,19,1,250,89,100,16,46.671842 -71.306736,60.9,32.27,35,16,0.51,-0.30,-1.15,14.7,20.2,1811,0,0,-94,-104,-500,-72,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1CA,8.0
2020-07-16,10:42:01.660,85,85,100,16,1,250,90,100,13,46.671842 -71.306736,60.9,32.27,35,16,0.51,-0.30,-1.15,14.6,14.0,1815,0,0,-76,0,-336,-203,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018A,8.0
2020-07-16,10:42:02.660,80,80,100,17,1,250,84,100,20,46.671991 -71.307189,65.7,27.62,29,16,0.21,-0.54,-1.91,14.5,25.3,1822,0,0,-7,-2,-367,4,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018E,8.0
2020-07-16,10:42:03.660,77,77,100,24,1,250,80,100,24,46.671991 -71.307189,65.7,27.62,29,16,0.27,-0.63,-2.02,14.6,22.8,1828,0,0,-5,0,-345,65,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018A,8.0
2020-07-16,10:42:04.660,77,77,100,26,1,250,78,100,26,46.671877 -71.307652,64.4,22.94,27,16,0.32,-0.34,-2.18,14.6,23.1,1835,0,0,-10,0,-428,-22,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018A,8.0
2020-07-16,10:42:05.770,76,76,100,21,1,250,96,100,14,46.671877 -71.307652,64.4,22.94,27,16,0.34,-0.31,-2.27,14.4,18.8,1840,0,0,-43,0,-383,-51,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018E,8.0
2020-07-16,10:42:06.770,67,67,100,36,1,250,69,100,37,46.671655 -71.308005,67.2,22.73,27,16,0.38,-0.32,-2.43,14.4,18.8,1840,0,0,-30,-8,-374,-18,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018E,8.0
2020-07-16,10:42:07.880,63,63,100,36,1,250,72,100,25,46.671537 -71.308181,68.2,22.36,27,16,0.44,-0.27,-2.60,14.5,19.1,1852,0,0,-27,-34,-374,-65,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018E,8.0
2020-07-16,10:42:08.880,69,69,100,34,1,250,72,100,32,46.671409 -71.308343,67.8,21.96,26,16,0.45,-0.30,-2.72,14.5,19.1,1852,0,0,-2,-17,-376,-31,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018E,8.0
2020-07-16,10:42:09.890,41,41,100,58,2,250,48,100,50,46.671107 -71.308633,64.0,20.66,24,16,0.46,-0.30,-2.82,14.6,21.8,1867,0,0,0,0,-345,6,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000008A,8.0
2020-07-16,10:42:10.890,43,43,100,52,2,250,50,100,50,46.670932 -71.308747,64.0,20.38,22,16,0.47,-0.13,-2.84,14.5,22.2,1872,0,0,2,0,-369,132,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000008E,8.0
2020-07-16,10:42:11.890,46,46,100,51,2,250,53,98,48,46.670817 -71.308830,64.1,20.96,22,16,0.42,0.05,-2.71,14.6,23.3,1879,0,0,21,-14,-336,76,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000008A,8.0
2020-07-16,10:42:12.890,53,53,100,53,2,250,58,100,42,46.670686 -71.308958,62.1,21.81,22,16,0.39,0.01,-2.66,14.5,18.3,1883,0,0,52,-2,-405,6,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000008E,8.0
2020-07-16,10:42:14.010,75,75,100,28,1,250,81,94,14,46.670552 -71.309133,57.8,22.82,24,16,0.39,-0.05,-2.06,14.5,11.7,1888,0,0,307,2,-489,160,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018E,8.0
2020-07-16,10:42:15.120,81,81,100,22,1,250,80,92,24,46.670552 -71.309133,57.8,22.82,24,16,0.39,-0.05,-2.06,14.5,11.7,1888,0,0,176,2,-550,93,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018E,8.0
2020-07-16,10:42:16.230,92,92,100,10,1,250,90,100,17,46.670468 -71.309318,42.7,24.63,26,16,0.26,-0.01,-0.84,14.8,11.3,1895,0,0,59,0,-584,110,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1CA,8.0
2020-07-16,10:42:17.320,84,84,98,15,1,250,81,100,21,46.670468 -71.309318,42.7,24.63,26,16,0.26,-0.01,-0.84,14.7,10.2,1898,0,0,73,0,-545,82,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1CA,8.0
2020-07-16,10:42:18.400,74,74,100,28,1,250,75,100,28,46.670449 -71.309525,18.5,28.54,28,16,0.20,0.17,-0.76,14.8,11.4,1901,0,0,69,-52,-514,52,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1CA,8.0
2020-07-16,10:42:19.500,69,69,100,30,1,250,73,100,28,46.670449 -71.309525,18.5,28.54,28,16,0.20,0.17,-0.76,14.8,15.9,1905,0,0,119,-63,-396,15,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1CA,8.0
2020-07-16,10:42:20.590,76,76,100,25,1,250,87,100,16,46.670516 -71.309558,18.5,2.81,23,16,0.09,0.27,0.14,14.8,22.0,1911,0,0,233,-23,-396,189,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1CA,8.0
2020-07-16,10:42:21.700,68,68,100,31,1,250,71,100,31,46.670516 -71.309558,18.5,2.81,23,16,0.42,0.50,1.15,14.5,15.9,1917,0,0,355,-2,-464,308,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018E,8.0
2020-07-16,10:42:22.810,77,77,100,22,1,250,82,100,22,46.670548 -71.309369,29.1,11.18,24,16,0.57,-0.12,-3.12,14.6,17.8,1921,0,0,245,0,-424,223,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018A,8.0
2020-07-16,10:42:23.920,93,93,100,8,1,250,80,100,22,46.670505 -71.309301,20.2,14.89,25,16,0.47,-0.05,-1.90,14.5,17.7,1927,0,0,-53,5,-478,-61,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018E,8.0
2020-07-16,10:42:25.020,80,80,100,23,1,250,78,100,24,46.670475 -71.309304,7.2,23.12,27,16,0.44,-0.09,-2.06,14.5,17.7,1927,0,0,217,2,-345,204,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000018E,8.0
2020-07-16,10:42:26.130,74,74,100,27,1,250,70,100,32,46.670484 -71.309349,17.5,28.91,30,16,0.45,-0.04,-2.13,14.3,29.7,1937,0,0,174,20,14,328,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000098E,8.0
2020-07-16,10:42:27.130,63,63,100,36,1,250,68,100,32,46.670509 -71.309431,34.4,30.74,33,16,0.57,0.28,-1.36,14.3,29.7,1937,0,0,7,2,204,4,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x000000000000098E,8.0
2020-07-16,10:42:28.240,69,69,100,33,1,250,79,100,24,46.670598 -71.309506,47.6,-30.17,42,16,1.18,0.82,-0.52,14.2,32.5,1974,0,0,4,-225,219,-31,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,9AE,8.0
2020-07-16,10:42:29.330,69,69,100,33,1,250,66,100,36,46.670716 -71.309401,61.0,4.86,48,16,1.18,0.82,-0.52,14.2,32.5,1974,0,0,4,-75,-15,-81,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1AE,8.0
2020-07-16,10:42:30.420,63,63,100,40,1,250,66,100,36,46.670834 -71.309125,82.9,6.23,45,16,0.74,0.02,0.32,14.2,50.7,2006,0,0,4,-14,242,4,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,9AE,8.0
2020-07-16,10:42:31.520,68,68,100,33,1,250,64,100,37,46.671086 -71.308607,91.7,4.92,38,16,0.74,0.02,0.32,14.2,50.7,2006,0,0,4,0,90,6,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,9AE,7.9
2020-07-16,10:42:32.610,67,67,100,34,1,250,69,100,36,46.671086 -71.308607,91.7,4.92,38,16,0.68,-0.01,0.52,13.9,53.6,2044,0,0,14,0,181,6,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,9AE,7.9
2020-07-16,10:42:33.610,52,52,100,56,2,250,57,100,42,46.671478 -71.307997,88.8,4.61,43,16,0.72,-0.01,0.67,13.9,55.3,2078,0,0,11,0,-45,26,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,AE,7.9
2020-07-16,10:42:34.710,67,67,100,37,2,250,74,100,26,46.671595 -71.307824,74.7,4.48,44,16,0.70,0.00,0.70,14.4,5.3,2081,0,0,4,-60,-660,6,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,AE,7.9
2020-07-16,10:42:35.800,60,60,100,35,2,250,67,100,34,46.671758 -71.307583,63.6,4.78,35,16,0.43,0.02,0.73,14.5,16.2,2084,0,0,14,-52,-455,63,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,AE,7.9
2020-07-16,10:42:36.800,65,65,100,35,2,250,73,100,28,46.671861 -71.307405,63.4,5.31,31,16,0.32,0.15,0.96,14.4,19.1,2089,0,0,176,-57,-327,134,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,AE,7.9
2020-07-16,10:42:37.920,76,76,100,28,2,250,83,93,16,46.671935 -71.307218,54.5,7.14,30,15,0.37,0.20,1.68,14.2,29.5,2099,0,0,169,-2,-374,136,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,AE,7.9
2020-07-16,10:42:38.920,84,84,100,18,1,250,88,95,14,46.671942 -71.307181,51.9,7.57,30,16,0.40,0.23,1.77,14.2,29.5,2099,0,0,131,0,-489,128,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1AE,7.9
2020-07-16,10:42:39.930,86,86,100,9,1,250,89,100,15,46.671948 -71.307048,40.2,9.92,33,15,0.51,0.20,2.40,14.6,15.7,2106,0,0,7,2,-376,4,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1AA,7.9
2020-07-16,10:42:40.930,85,85,100,16,1,250,88,100,14,46.671909 -71.306938,31.4,13.85,36,16,0.51,0.20,2.40,14.6,15.7,2106,0,0,116,2,-512,6,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1AA,7.9
2020-07-16,10:42:42.040,82,82,100,19,1,250,87,100,18,46.671831 -71.306896,36.7,17.47,37,16,0.57,0.03,2.96,14.4,10.8,2115,0,0,69,7,-516,28,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1AE,7.9
2020-07-16,10:42:43.140,87,87,100,7,1,250,87,100,16,46.671710 -71.306909,44.0,19.07,36,16,0.57,0.03,2.96,14.4,10.8,2115,0,0,45,0,-512,56,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1AE,7.9
2020-07-16,10:42:44.250,73,73,100,24,1,250,74,100,29,46.671596 -71.306956,51.4,20.06,31,16,0.58,-0.08,-3.01,14.5,12.9,2122,0,0,38,-28,-475,15,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1AE,7.9
2020-07-16,10:42:45.370,66,66,100,37,1,250,68,100,31,46.671596 -71.306956,51.4,20.06,31,16,0.58,-0.08,-3.01,14.5,12.9,2122,0,0,40,-37,-453,19,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,1AE,7.9
2020-07-16,10:42:46.370,61,61,100,40,2,250,61,100,40,46.671168 -71.307398,66.0,22.79,16,16,0.30,-0.12,-2.57,14.5,13.0,2133,0,0,26,0,-509,19,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,AE,7.9
2020-07-16,10:42:47.370,52,52,100,44,2,250,59,100,42,46.671084 -71.307542,64.3,23.28,14,16,0.30,-0.17,-2.47,14.4,13.3,2137,0,0,21,0,-484,13,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,AE,7.9
2020-07-16,10:42:48.370,50,50,100,52,2,250,57,100,45,46.670978 -71.307772,63.2,23.84,12,16,0.30,-0.20,-2.41,14.4,15.4,2141,0,0,21,-11,-475,6,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,AE,7.9
2020-07-16,10:42:49.490,49,49,100,61,2,250,56,100,46,46.670900 -71.307966,60.0,24.20,11,16,0.29,-0.23,-2.33,14.5,15.5,2146,0,0,16,0,-473,8,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,AE,7.9
2020-07-16,10:42:50.490,49,49,100,50,2,250,56,100,47,46.670832 -71.308157,58.5,24.31,10,16,0.29,-0.23,-2.28,14.5,15.3,2150,0,0,21,-2,-433,26,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,AE,7.9
2020-07-16,10:42:51.600,51,51,100,46,2,250,58,100,39,46.670756 -71.308383,57.2,24.46,9,16,0.26,-0.19,-2.20,14.4,14.4,2155,0,0,14,-8,-464,6,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,AE,7.9
2020-07-16,10:42:52.610,54,54,100,47,2,250,61,99,41,46.670709 -71.308531,55.2,24.59,9,16,0.24,-0.19,-2.21,14.5,11.3,2158,0,0,16,-40,-489,6,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,AE,7.9
2020-07-16,10:42:53.720,57,57,100,50,2,250,65,93,37,46.670646 -71.308743,51.1,24.65,10,16,0.15,-0.18,-2.22,14.5,11.2,2162,0,0,4,-37,-534,4,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,AE,7.9
2020-07-16,10:42:54.810,55,55,100,45,2,250,62,99,37,46.670586 -71.308936,45.9,24.47,10,16,0.11,-0.17,-2.25,14.5,10.2,2165,0,0,4,-11,-512,6,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,AE,7.9
2020-07-16,10:42:55.890,58,58,100,37,2,250,68,98,33,46.670536 -71.309075,40.5,24.26,10,16,0.10,-0.11,-2.11,14.5,10.6,2169,0,0,64,2,-543,36,-58,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,AE,7.9
2020-07-16,10:42:56.970,70,70,100,30,2,250,73,99,23,46.670487 -71.309220,33.1,24.57,10,16,0.09,-0.06,-1.97,14.4,9.6,2172,0,0,33,2,-595,34,-59,-1024,1024,0,0,-1024,1024,-1,-1,-1,-1,1,-1,-1,-1,AE,7.9
